,target,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer
13,2796.8492400000014,270.4786092350405,3.2377562411493646,5.8573510013244245,4.080125297767461,622.6011244461616,0.6823038593029572,0.6694246533007249,1737397985.9944415,37.71184295557874,39.388692138875044
14,2798.4134800000015,292.1189803826157,2.7077476538910807,4.207283138125501,4.730596523410366,742.2134768483536,0.7050624040282509,0.5760350924159015,1446856239.9477859,71.16904767547007,25.254765771556578
15,2797.060220000001,498.4717374322219,3.3098758462286977,6.5898180666693005,3.8215193600816875,743.2327144178248,0.570280188682581,0.5409804876852686,1796569176.0152788,55.31720373195644,28.561055631620878
16,2814.436630000001,413.7850037130409,2.241241139391946,4.8503452289778615,5.4242841483608775,408.8068662636944,0.7341725892850932,0.8735424684303739,2081493733.5344758,52.747772396926045,23.87998667477134
17,2798.268640000001,321.0,3.0,7.0,4.0,620.0,0.7300000190734863,0.6700000166893005,1809341184.0,42.0,38.0
18,2800.3888200000015,400.53448423977983,3.4188156849041627,4.054246955151147,3.9729449889677464,395.7873595033749,0.8233478287621234,0.7522999669195276,1776947474.9269054,25.76639049759963,43.471057799957265
19,2793.2196100000006,236.09576172880827,2.9979218061332933,5.78655651577885,4.124187264299631,384.7633157244881,0.7776508697863813,0.5155972233384881,1196805476.3922563,26.61458643576564,43.584902679939866
20,2802.9760200000014,204.9017160613747,2.4568465839276667,4.170617782473027,5.540753735042669,823.4181514985374,0.6590273103375737,0.6301248762774985,1983374571.603139,49.303360771004854,40.022710909864735
21,2796.1052900000013,213.86029833034144,2.9793672360782084,7.280035033397785,5.328857938753822,740.5185399292209,0.8874447704925226,0.5359940782173956,1918499447.3820412,35.84117371217542,27.27668282479911
22,2798.7982500000016,499.5203698033364,1.7612747495336676,5.842274495189165,3.36990870276741,768.2678557687191,0.5209413050806667,0.7406980703082133,1858818428.1587834,62.31803082963323,40.834383608457784
23,2809.064670000001,203.27550740361815,2.177448282970545,7.269183092971183,6.963126073785908,629.0308338878399,0.7564602988841151,0.5996132539750021,2129652757.7829201,65.76018868379155,36.22519340843213
24,2802.7247900000016,281.2286154667962,3.4954688829183884,4.165862038733264,4.815029096128925,757.5072041224703,0.7607459890059556,0.7597687974533374,1861359003.090942,49.19551692917284,20.880164632046643
25,2718.4943900000007,398.4498691404067,3.7066739633351364,4.4114069284787165,3.9635335420310196,773.6635163349367,0.6961440548944902,0.7940657551603901,1843381009.3138359,36.062550138899454,31.058325904970143
26,2809.1260100000013,201.71361835989288,2.969885207074556,7.022991620668855,5.777729274065159,660.1320236457457,0.7769212666577975,0.5860713784818473,2087191102.8654299,47.59071414981109,31.035871132692385
27,2803.1833300000017,391.67539650971435,2.0844554178178614,5.200575010433765,6.519709300672959,399.1725459496612,0.8502058766598098,0.7493553964200514,1398556476.4007888,36.82663471080859,19.192073968561278
28,2718.160720000001,381.7550958683454,3.9296606774262823,4.317558392723323,3.766559748319751,692.2336869872697,0.5198174130691084,0.6464399774934287,1308137737.2675557,54.13806771750315,20.704734905037245
29,2797.1715400000016,233.8046509001092,1.228124609549513,6.58521858430384,5.971666097732564,523.0314655135401,0.7686551023938683,0.6002027662326079,1504958730.0903559,37.846672819418266,32.6889369462814
30,2812.9268800000013,226.86249983118307,2.5938630744465447,6.261043614564869,5.948737722909595,657.6824509227789,0.674871679260466,0.7823689167341987,2093266295.0796576,57.70144082047158,24.889142462253563
31,2813.757990000001,299.8369168917898,2.778521385011757,6.05019953083664,4.777713755232652,634.8580218213025,0.7747445057716917,0.7473521073909999,2073623955.3671274,45.40214938263189,20.59626500445138
32,2797.269110000002,290.67963975959685,3.2244739210754014,5.06504235110455,4.922609050174996,531.5646672046186,0.6770873753447837,0.7144691952435158,1680484853.846784,30.392533459555914,44.80045369569976
33,2800.5654300000006,351.24192503793245,1.2102035226794374,6.438525224456816,6.167404564113376,628.2074047006522,0.893828837955972,0.6467290314341245,1121696089.1288996,33.523228253850874,29.769791437801235
34,2802.980400000001,462.2113304272272,3.2899778107448205,7.502447762767691,3.988490203661349,634.0558740713271,0.8597867544701028,0.6064806950077182,1087428666.0180225,55.137207805053706,19.36483896816299
35,2799.556590000002,478.4132771261992,3.1566051544136413,6.013023575732749,4.165678692846868,604.8186741232486,0.6096962835593396,0.719599515053282,1752357871.2610142,62.06642761647661,32.548390618248774
36,2798.2201900000014,462.02567528102776,1.148566977616576,6.127488103193034,4.3671374741903115,675.925582775114,0.5370308149905921,0.5569145692169453,1869262948.5775318,44.95717615475899,47.69909494288406
